dataset,model,subject,phase,elapsed_ms,train_time_ms,inference_batch_ms,inference_time_ms_per_sample,memory_before_bytes,memory_after_bytes,genuine_training_samples,evaluated_subjects,EER,environmentId,perceived_latency_ms,worker_elapsed_ms,completed_at
dsl,LightGBM Classifier,s053,train_and_infer,7504.299999998882,7404.199999999255,100.09999999962747,0.009813725490159556,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s054,train_and_infer,8466.099999999627,8327.400000000373,138.69999999925494,0.01359803921561323,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s055,train_and_infer,6518.199999999255,6419,99.19999999925494,0.009725490196005387,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s056,train_and_infer,7189.9000000003725,7061.699999999255,128.2000000011176,0.01256862745108996,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s057,train_and_infer,8610.300000000745,8478.300000000745,132,0.012941176470588235,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,all,data_efficiency,190871.5,,,,,,5,51,0.2791196078431372,,,,
dsl,LightGBM Classifier,all,data_efficiency,208281.40000000037,,,,,,10,51,0.23894215686274506,,,,
dsl,LightGBM Classifier,all,data_efficiency,246190,,,,,,25,51,0.17214509803921563,,,,
dsl,LightGBM Classifier,all,data_efficiency,333983.5,,,,,,50,51,0.13998333333333335,,,,
dsl,LightGBM Classifier,all,data_efficiency,414060.7000000011,,,,,,100,51,0.09182058823529407,,,,
dsl,1D-CNN TFJS,s002,train_and_infer,322672.9000000004,321854.9000000004,818,0.08019607843137255,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s003,train_and_infer,5126.0999999996275,4855.39999999851,270.7000000011176,0.026539215686384076,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s004,train_and_infer,5244.200000001118,4977.200000001118,267,0.026176470588235294,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s005,train_and_infer,5254.5,4984.200000001118,270.2999999988824,0.026499999999890434,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s007,train_and_infer,5240.5,4966.300000000745,274.19999999925494,0.026882352941103426,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s008,train_and_infer,5263.5999999996275,4990.699999999255,272.90000000037253,0.026754901960820837,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s010,train_and_infer,5223.800000000745,4956.9000000003725,266.90000000037253,0.02616666666670319,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s011,train_and_infer,5239.800000000745,4966.300000000745,273.5,0.026813725490196078,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s012,train_and_infer,5269.5999999996275,4994.0999999996275,275.5,0.027009803921568626,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s013,train_and_infer,5236.60000000149,4965.300000000745,271.30000000074506,0.02659803921575932,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s015,train_and_infer,5233.0999999996275,4960.5999999996275,272.5,0.026715686274509803,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s016,train_and_infer,5270,4998.0999999996275,271.90000000037253,0.02665686274513456,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s017,train_and_infer,5271.300000000745,4996.5,274.80000000074506,0.02694117647066128,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s018,train_and_infer,5236.4000000003725,4961.699999999255,274.7000000011176,0.026931372549129175,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s019,train_and_infer,5234.199999999255,4958.5,275.69999999925494,0.027029411764632836,not_available,not_available,,,,,,,
dsl,1D-CNN TFJS,s020,train_and_infer,5270.699999999255,4998.799999998882,271.90000000037253,0.02665686274513456,not_available,not_available,,,,,,,
